loyalty_id,passenger_id,tier_level,points_balance,status
TC-980303,112b972e-b968-4e6f-bb3b-24d0d9f0bd81,Tabua Club / Oneworld Ruby,462183,Active
TC-252591,65dcdb53-9316-4151-857d-78d0d9500db5,Tabua Club / Oneworld Ruby,382199,Active
TC-130915,0d50d354-a7ba-4b1e-8bd3-5c1f25b39fd9,Elite (Tabua Plus / Oneworld Sapphire/Emerald),402308,Active
TC-434168,8c102358-c220-4e8c-9bea-26ea1df203d0,Tabua Club / Oneworld Ruby,462442,Active
TC-534152,f70eee8c-68db-476b-9040-e680a3e6ead1,Tabua Club / Oneworld Ruby,216614,Active
TC-418083,f7e9870d-4bee-4607-b333-7f7aba9c8435,Tabua Club / Oneworld Ruby,233261,Active
TC-881828,029f4c32-5d06-427e-9a8d-94955b932ecd,Tabua Club / Oneworld Ruby,490563,Active
TC-961613,729d2f98-fbb3-4077-b051-ecc2c6abc228,Elite (Tabua Plus / Oneworld Sapphire/Emerald),469781,Active
TC-767782,061682be-0b69-4adf-b315-f3d47f2a2751,Tabua Club / Oneworld Ruby,490291,Active
TC-874205,1146793c-caee-4951-ae5d-5a3825cc2fb3,Tabua Club / Oneworld Ruby,144548,Active
TC-259338,8e83941a-f6d5-467f-a12b-46924d9ba64f,Tabua Club / Oneworld Ruby,409476,Active
TC-297062,6bf667cd-59eb-4879-9afc-a288441427d0,Tabua Club / Oneworld Ruby,56978,Active
TC-237935,c450219a-9004-446e-91dc-98e13fdad53b,Tabua Club / Oneworld Ruby,97860,Active
TC-127470,7770cb7e-1013-45f7-b205-5be36fdbd99b,Elite (Tabua Plus / Oneworld Sapphire/Emerald),400742,Active
TC-741709,2bd675be-a199-4826-a1eb-856d9ac6c41a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),324457,Active
TC-379825,7bf222de-9b6d-4bef-8f83-6ebae65c4d34,Elite (Tabua Plus / Oneworld Sapphire/Emerald),318511,Active
TC-694587,5ae6004d-d9e1-44c7-9f6b-960f12099239,Elite (Tabua Plus / Oneworld Sapphire/Emerald),322054,Active
TC-342128,b308b21b-cfdf-4830-b821-c6bd984c8418,Tabua Club / Oneworld Ruby,313664,Active
TC-343461,62b3e188-78b3-4808-a622-a78681201f60,Tabua Club / Oneworld Ruby,122064,Active
TC-820767,dd3f700f-f8c8-4fe2-85a2-59bb6de9c86b,Tabua Club / Oneworld Ruby,14675,Active
TC-476712,a291877b-adc9-4f04-b339-9272a801fbaf,Tabua Club / Oneworld Ruby,42668,Active
TC-821568,f1443a0c-9c27-4978-ba87-16ed4a2cb97d,Tabua Club / Oneworld Ruby,409853,Active
TC-599753,a0368396-7a03-4ddd-a1aa-5e4a1f10e4e2,Tabua Club / Oneworld Ruby,71300,Active
TC-626725,96b73b5f-efca-4877-9486-7b749f0fb17e,Tabua Club / Oneworld Ruby,444620,Active
TC-734086,efa70350-3377-46ff-953a-7e7b941c528c,Tabua Club / Oneworld Ruby,246767,Active
TC-846606,b5e71b47-5baf-48ca-8dec-a86496662c15,Tabua Club / Oneworld Ruby,341560,Active
TC-492124,035a292f-c78c-4aef-a170-54fcbb7c7993,Tabua Club / Oneworld Ruby,97456,Active
TC-993522,c4864710-3adb-4690-9e32-ba5e4a18f7c2,Tabua Club / Oneworld Ruby,204140,Active
TC-615318,801e8a7f-af3b-40b9-ae1c-62889b4d401b,Tabua Club / Oneworld Ruby,249432,Active
TC-244192,bf07cb93-e2ed-4468-b3a3-e542d4e98d3f,Tabua Club / Oneworld Ruby,86871,Active
TC-302647,8e5b89ff-a59e-4a37-9f66-d93199f1f843,Elite (Tabua Plus / Oneworld Sapphire/Emerald),119632,Active
TC-133795,742e3c95-4fbf-4b9b-80dd-8278aca11b5d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),215218,Active
TC-901677,87a9cfd9-e900-4dd5-bb15-6961e7eb94ce,Tabua Club / Oneworld Ruby,8871,Active
TC-382967,047f3c31-71d0-4636-b66b-e8a8d4e28401,Elite (Tabua Plus / Oneworld Sapphire/Emerald),499177,Active
TC-533108,d077c589-2ae5-47d1-a3b8-8ba61b257087,Elite (Tabua Plus / Oneworld Sapphire/Emerald),117682,Active
TC-878427,c01d9692-25b3-4766-8341-9304184c012c,Tabua Club / Oneworld Ruby,352975,Active
TC-312686,2694092a-7ddc-4e77-a86e-751dac5288ab,Tabua Club / Oneworld Ruby,398293,Active
TC-314498,c07e47be-8fed-4d8b-bee1-563e4ef216e6,Elite (Tabua Plus / Oneworld Sapphire/Emerald),35674,Active
TC-285679,502c47bb-f819-4251-a73d-fb87782c6f95,Elite (Tabua Plus / Oneworld Sapphire/Emerald),487069,Active
TC-560623,318e56a5-db2e-44ba-9fb8-e8a6f3a806a9,Tabua Club / Oneworld Ruby,455625,Active
TC-747033,f129cc64-2aa2-4e98-9694-0213c6c5b0e0,Elite (Tabua Plus / Oneworld Sapphire/Emerald),257871,Active
TC-821276,c05c125a-a613-48ac-8eb5-b2b11c9b1eda,Tabua Club / Oneworld Ruby,171338,Active
TC-579770,93773aa6-856a-4a6d-83e8-99a924af7e56,Tabua Club / Oneworld Ruby,466351,Active
TC-358771,342d9e70-a441-40d0-85d5-1f42209da9b0,Elite (Tabua Plus / Oneworld Sapphire/Emerald),225162,Active
TC-524533,522c5e78-d152-40e3-946c-f1ee052a1def,Tabua Club / Oneworld Ruby,407960,Active
TC-143858,07df0d77-1506-4a1b-ab7d-f9da54bd4e44,Elite (Tabua Plus / Oneworld Sapphire/Emerald),319730,Active
TC-871051,eff3d8da-9520-4793-89f2-19e424013d63,Tabua Club / Oneworld Ruby,433185,Active
TC-498851,36139e2f-6d0d-4a9a-acbd-9f7e55cbf4ac,Elite (Tabua Plus / Oneworld Sapphire/Emerald),378592,Active
TC-428096,444544e2-3a34-44a9-b0f6-5d2dc1cd4a73,Tabua Club / Oneworld Ruby,207648,Active
TC-741209,75a3265d-8f60-4c97-98eb-2f459f6397c1,Elite (Tabua Plus / Oneworld Sapphire/Emerald),493379,Active
TC-878533,21d12e2c-5128-42a4-92c1-e064015e8c8a,Tabua Club / Oneworld Ruby,300858,Active
TC-722650,dd9ccd5d-eeeb-4415-83cd-070094bde150,Tabua Club / Oneworld Ruby,282101,Active
TC-650744,72ec7e53-69cc-4463-9ff8-919a7af37826,Elite (Tabua Plus / Oneworld Sapphire/Emerald),337275,Active
TC-838315,49fc1b37-ee7c-47ea-9f4f-ee6c1fb53f27,Tabua Club / Oneworld Ruby,413572,Active
TC-140382,e7b3ec88-853b-492f-93b5-516ff8ed3411,Tabua Club / Oneworld Ruby,273970,Active
TC-214626,fbef0dc4-c4b1-4b3a-a09c-eb63db125342,Tabua Club / Oneworld Ruby,237773,Active
TC-579094,820e35ca-63c4-43a4-a00e-6ad90ee78a6c,Tabua Club / Oneworld Ruby,434591,Active
TC-144476,35cd4711-a31f-46bc-9d8f-086fe6551b6e,Tabua Club / Oneworld Ruby,461209,Active
TC-357657,f0963ccb-bc2f-4fdf-b874-42fd28b9719c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),272949,Active
TC-663996,b10b26f1-06d3-48c9-b727-b90220d3aff6,Elite (Tabua Plus / Oneworld Sapphire/Emerald),208414,Active
TC-870881,3113d6a8-e47a-4df5-b526-b147d11a96c6,Tabua Club / Oneworld Ruby,21579,Active
TC-684791,20ea320e-665d-46cf-a6a2-4c8386474b52,Elite (Tabua Plus / Oneworld Sapphire/Emerald),204108,Active
TC-641198,0e7dda16-94df-442f-9887-e1ac40fc9b01,Tabua Club / Oneworld Ruby,402164,Active
TC-761282,25b30435-34ec-4b10-a557-6142de735420,Tabua Club / Oneworld Ruby,26845,Active
TC-299072,6b75d572-9a7e-44ec-8bad-cad24a793f36,Elite (Tabua Plus / Oneworld Sapphire/Emerald),153661,Active
TC-560905,337c9b9a-e512-4122-b229-118256890f79,Elite (Tabua Plus / Oneworld Sapphire/Emerald),209687,Active
TC-419348,916e3d61-b6c2-4b46-a9ea-3cb88c02ec2e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),406629,Active
TC-967823,2452db7c-434e-47d0-8685-117f4ceac7b3,Elite (Tabua Plus / Oneworld Sapphire/Emerald),150901,Active
TC-583757,1a517f4f-e4b3-4116-9c55-2509688e6f82,Tabua Club / Oneworld Ruby,88286,Active
TC-542983,a3b7c4a4-e8f9-4f40-9932-197d472b17d8,Elite (Tabua Plus / Oneworld Sapphire/Emerald),155360,Active
TC-742917,e5637187-63bd-429a-954b-fa8db9571812,Tabua Club / Oneworld Ruby,482837,Active
TC-157196,99000e2a-c49c-4b9b-9387-c54584eb2360,Tabua Club / Oneworld Ruby,362734,Active
TC-642081,32e68d1b-d290-4c5a-8a3b-569b2bfc7dc1,Elite (Tabua Plus / Oneworld Sapphire/Emerald),474786,Active
TC-249149,940c9cc9-d506-46cd-ac0c-404bfa508c4e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),244048,Active
TC-970206,ebfd21c4-1bb1-4207-9fef-e8a2963c2101,Tabua Club / Oneworld Ruby,339743,Active
TC-573639,1b26b501-b99f-4c0e-8193-b265a13dc02a,Tabua Club / Oneworld Ruby,48417,Active
TC-857750,4aae44de-94e1-432c-ae37-479367284fa7,Tabua Club / Oneworld Ruby,263488,Active
TC-218669,08a8c6d7-16ad-4850-bc06-46b052838bad,Elite (Tabua Plus / Oneworld Sapphire/Emerald),95251,Active
TC-916558,d1cae8f8-301d-4028-82ff-84a3b493f8fb,Elite (Tabua Plus / Oneworld Sapphire/Emerald),307943,Active
TC-829928,f2b3a606-a08f-498f-b24c-d98f2ed4b6dd,Tabua Club / Oneworld Ruby,287474,Active
TC-241879,4b795c5a-1866-4392-9032-001228dc8ff5,Tabua Club / Oneworld Ruby,207080,Active
TC-533648,ea561572-a4d5-4ee7-adc2-af537c30ed8c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),170586,Active
TC-572788,9e4fb20f-0f3e-4d0c-ae9c-d7a89512d251,Tabua Club / Oneworld Ruby,14061,Active
TC-287567,4444e5f8-9713-485c-8dd5-587758ecd028,Elite (Tabua Plus / Oneworld Sapphire/Emerald),238859,Active
TC-718990,9cc3909f-5916-4c0a-9a6d-fba1787c7085,Tabua Club / Oneworld Ruby,471085,Active
TC-847251,56853c7d-3ffc-496c-9e8e-8033957695d4,Tabua Club / Oneworld Ruby,470654,Active
TC-311741,16ec1139-c402-48f5-ba8b-4e6022434c45,Tabua Club / Oneworld Ruby,463709,Active
TC-576769,fc664bd9-083a-46f4-8663-77cb64b73943,Tabua Club / Oneworld Ruby,48280,Active
TC-362230,bfb816df-63fe-4517-8054-9f55ace32eba,Elite (Tabua Plus / Oneworld Sapphire/Emerald),170908,Active
TC-825318,5f8f27e2-a8b2-42c2-8180-59c53de009db,Tabua Club / Oneworld Ruby,341040,Active
TC-846030,8cd9aaef-ceff-40bd-930c-277c65b2b48d,Tabua Club / Oneworld Ruby,418588,Active
TC-271960,c9f1ecc4-5e2f-4666-ae93-67ea9d5f13ee,Elite (Tabua Plus / Oneworld Sapphire/Emerald),377635,Active
TC-868881,01f556af-e080-42b6-9bd0-92d938af16b1,Tabua Club / Oneworld Ruby,65772,Active
TC-195620,40f5b38a-7abd-4acf-971f-4c31b3bdc88f,Tabua Club / Oneworld Ruby,60855,Active
TC-840532,bdd671c5-46e2-45ba-ba61-615ba0afc184,Tabua Club / Oneworld Ruby,236614,Active
TC-764873,dbc8b226-a9c8-4365-8c16-7dc3bfe30a56,Tabua Club / Oneworld Ruby,191286,Active
TC-189450,0a76a111-a5f4-4195-b897-4980860c303e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),275631,Active
TC-841635,8bce20aa-3e36-4470-9b2b-633558ad8910,Elite (Tabua Plus / Oneworld Sapphire/Emerald),202372,Active
TC-862182,92e65b5c-7f2b-4898-af60-8448e5c5a57c,Tabua Club / Oneworld Ruby,415746,Active
TC-636521,7d6f99df-eca5-44be-b07c-8513fa854827,Tabua Club / Oneworld Ruby,321902,Active
TC-267666,fd274499-fba4-4bda-937e-72e177b6bd8e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),199536,Active
TC-677079,32f37a4b-be00-488f-9468-161c2f63a270,Tabua Club / Oneworld Ruby,200547,Active
TC-146038,fc6f3c76-f47b-4d45-9248-4cf88d7295c6,Tabua Club / Oneworld Ruby,403789,Active
TC-279185,4226200d-1e77-4a04-ba85-a8cb582d2dde,Tabua Club / Oneworld Ruby,479283,Active
TC-451475,ca56e3ab-737c-4bbf-a7c2-ec6066c49f63,Tabua Club / Oneworld Ruby,297480,Active
TC-791567,e7c4ca6d-863a-404c-b4f6-32d12b95b6e3,Tabua Club / Oneworld Ruby,453288,Active
TC-257380,bb015f25-88d4-4b09-99be-6bc3f4786e4a,Tabua Club / Oneworld Ruby,85999,Active
TC-251631,9b167cc8-228c-4d4e-a133-95a2e269a32f,Tabua Club / Oneworld Ruby,94777,Active
TC-906519,4dcd53e9-ad9b-4d55-95bc-b194ceeea678,Elite (Tabua Plus / Oneworld Sapphire/Emerald),374317,Active
TC-153802,b50cb3cf-b2ff-4350-b119-dfd1bf7f0ceb,Tabua Club / Oneworld Ruby,220981,Active
TC-423026,21b8d5b2-8811-48fa-bebb-a178c712e7c0,Tabua Club / Oneworld Ruby,163276,Active
TC-865630,a05ef19c-2127-4682-97b9-9295b5150c96,Elite (Tabua Plus / Oneworld Sapphire/Emerald),403983,Active
TC-567935,0e9b5b7f-3253-4629-a176-9676bfbb8d8c,Tabua Club / Oneworld Ruby,152404,Active
TC-756883,53dd26a8-7d2c-41ee-ab10-e928ba3512a7,Tabua Club / Oneworld Ruby,95736,Active
TC-223264,7e8d371e-1074-4a8a-a982-631abed05d1a,Tabua Club / Oneworld Ruby,472094,Active
TC-237962,8f06d58b-7e73-40a4-9464-11405c05a30c,Tabua Club / Oneworld Ruby,107352,Active
TC-103704,e79adf52-e0e5-42f0-94cd-c0bacbb3230f,Elite (Tabua Plus / Oneworld Sapphire/Emerald),327400,Active
TC-902575,1c28f393-c0c9-4f18-9718-30db0ac75e62,Tabua Club / Oneworld Ruby,133703,Active
TC-112800,84814f29-fb35-4310-b355-211505b08517,Tabua Club / Oneworld Ruby,241460,Active
TC-621800,fcf0e1cb-f473-4b0b-a864-53f845a786a7,Tabua Club / Oneworld Ruby,449481,Active
TC-622864,3ba0b3b0-fe72-43f2-a071-dcafb66a4d35,Tabua Club / Oneworld Ruby,285951,Active
TC-946677,a0798572-0239-43df-b275-e388cae989c5,Tabua Club / Oneworld Ruby,4014,Active
TC-737517,289d9fb0-d5f5-4747-8d30-27375a89ca81,Tabua Club / Oneworld Ruby,463790,Active
TC-617437,c915d861-fcfe-4078-b263-faa0655f323b,Tabua Club / Oneworld Ruby,125716,Active
TC-327408,8370ccd3-082d-4226-9f40-2b5d9cb08fa8,Elite (Tabua Plus / Oneworld Sapphire/Emerald),309733,Active
TC-791505,d8270951-f56c-4f76-9faf-4233442493a1,Tabua Club / Oneworld Ruby,250410,Active
TC-575779,e26b17fe-c76d-4549-a456-03d98b9e594e,Tabua Club / Oneworld Ruby,216037,Active
TC-563339,09630279-98ad-4d6c-9285-d883ca2af574,Elite (Tabua Plus / Oneworld Sapphire/Emerald),42631,Active
TC-730421,4e37f8b6-c137-4b53-ae85-69414c524776,Elite (Tabua Plus / Oneworld Sapphire/Emerald),315626,Active
TC-106892,d9a30aa8-c250-4086-ac1a-7c23d4ddf758,Elite (Tabua Plus / Oneworld Sapphire/Emerald),129300,Active
TC-673929,1c56fd3c-3930-44d1-a1a2-05c4f98fe4f0,Tabua Club / Oneworld Ruby,146811,Active
TC-749871,a76defe6-2797-429d-b3a2-e962befecab1,Tabua Club / Oneworld Ruby,330586,Active
TC-684632,992a2bd4-95fe-4ef9-a39f-886c43942302,Elite (Tabua Plus / Oneworld Sapphire/Emerald),430979,Active
TC-965339,e1fb4000-3c2c-47de-9abe-23cd204bca71,Tabua Club / Oneworld Ruby,109861,Active
TC-151295,341fdad7-cbf0-4043-baab-f08d6cae8762,Elite (Tabua Plus / Oneworld Sapphire/Emerald),97909,Active
TC-255457,616c9e21-0e97-4b36-864c-a7f2ac7f0208,Tabua Club / Oneworld Ruby,29869,Active
TC-785010,6fed5acb-0feb-4584-ba07-accbc39197c4,Elite (Tabua Plus / Oneworld Sapphire/Emerald),183986,Active
TC-138504,000e0aa1-f3eb-482e-9832-f4197c32282c,Tabua Club / Oneworld Ruby,77218,Active
TC-995304,e1044977-2de4-4798-823b-5c662f366004,Tabua Club / Oneworld Ruby,18003,Active
TC-799396,faa3c8af-78cf-4fc4-addd-72a783372145,Tabua Club / Oneworld Ruby,304087,Active
TC-978721,720b150c-ed3a-4032-9c82-34c115fd8892,Elite (Tabua Plus / Oneworld Sapphire/Emerald),317295,Active
TC-412938,eaa06143-c7a1-44d6-992d-a957b9d9ccd9,Tabua Club / Oneworld Ruby,174597,Active
TC-191962,36cbd6a4-6890-4842-8062-e9fb3eb4b0cc,Tabua Club / Oneworld Ruby,26706,Active
TC-214176,7c614a79-3849-4cf0-b321-ac1452e09162,Elite (Tabua Plus / Oneworld Sapphire/Emerald),219605,Active
TC-286906,9fd2ad47-5c30-450f-8a2a-7c3fee755bd3,Elite (Tabua Plus / Oneworld Sapphire/Emerald),85586,Active
TC-804737,113a94ab-c3f0-408a-9f55-6aa9f7cb9ae8,Tabua Club / Oneworld Ruby,150097,Active
TC-740774,be941afd-41ed-4936-a0df-c196d60bbe27,Tabua Club / Oneworld Ruby,347514,Active
TC-825104,907533a2-dbbd-4c5d-ac69-b2edaf298db8,Elite (Tabua Plus / Oneworld Sapphire/Emerald),367921,Active
TC-723870,f3d311dd-9e68-427e-b16d-ef19d849bf77,Tabua Club / Oneworld Ruby,301040,Active
TC-925551,152de52a-7125-4a32-a7a6-d05182bdbbc5,Tabua Club / Oneworld Ruby,295742,Active
TC-286037,47d726ac-e095-45b8-8d17-550fe14300a9,Elite (Tabua Plus / Oneworld Sapphire/Emerald),239728,Active
TC-885734,6e179efa-a158-4453-a287-6b743a6aef30,Tabua Club / Oneworld Ruby,304545,Active
TC-477685,e58c811a-5b81-4d4d-aa46-4d6f5b34ae2b,Tabua Club / Oneworld Ruby,489363,Active
TC-137581,6120204b-4352-46f2-a413-a83cf9a00d60,Tabua Club / Oneworld Ruby,49824,Active
TC-905843,44bfede6-9454-4217-a120-7c3c1fdda93e,Tabua Club / Oneworld Ruby,157916,Active
TC-438503,43245208-63c2-419f-a611-c6a09ad71e0a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),194236,Active
TC-497346,e0991be0-c02b-427f-9c0c-3787851094d3,Tabua Club / Oneworld Ruby,431054,Active
TC-170953,a91244dc-9326-4584-971c-0feffba64540,Tabua Club / Oneworld Ruby,398642,Active
TC-548081,73bfb215-b937-465a-948f-431a87e6a0dc,Tabua Club / Oneworld Ruby,443137,Active
TC-677210,f641d834-d7e1-4384-898d-9e7f12a53339,Tabua Club / Oneworld Ruby,35039,Active
TC-407057,8c70d403-fb02-49bb-aaed-00c6f0d02cfc,Elite (Tabua Plus / Oneworld Sapphire/Emerald),247843,Active
TC-241081,58c4767f-57cf-4498-b602-2522ce634106,Tabua Club / Oneworld Ruby,64975,Active
TC-828361,adb90f7e-6af2-4767-83f4-30dfa8b38f66,Elite (Tabua Plus / Oneworld Sapphire/Emerald),451577,Active
TC-387748,389bab4c-3243-4203-9c97-e2e517fd363d,Tabua Club / Oneworld Ruby,173600,Active
TC-652654,804ac0af-cdca-4c89-98b3-09daaa455c31,Tabua Club / Oneworld Ruby,217928,Active
TC-650131,2c0c46f8-b451-4d9c-b163-e46081dbcab9,Tabua Club / Oneworld Ruby,111019,Active
TC-829630,79ed8fa5-935c-4630-8aa4-d59f53b67fd2,Tabua Club / Oneworld Ruby,110602,Active
TC-741784,662c2b3a-ccaf-4b81-aed3-9f13dcc1cfdc,Elite (Tabua Plus / Oneworld Sapphire/Emerald),31505,Active
TC-214611,fad4960d-4e0f-4634-9f09-94669ff54dfc,Elite (Tabua Plus / Oneworld Sapphire/Emerald),300560,Active
TC-865175,02a45c5a-4d4b-45f6-aca2-8da22bb1878f,Tabua Club / Oneworld Ruby,330765,Active
TC-654640,af8902af-00b7-4bf6-a662-483201733046,Tabua Club / Oneworld Ruby,46964,Active
TC-607157,5026376d-2cde-4d8a-916c-4e3126611fd1,Elite (Tabua Plus / Oneworld Sapphire/Emerald),380623,Active
TC-822106,d747670c-9950-4df4-b0c3-22a3daad6f40,Tabua Club / Oneworld Ruby,318077,Active
TC-926471,cea78981-95ac-4b2b-a957-85baa6b49505,Elite (Tabua Plus / Oneworld Sapphire/Emerald),371569,Active
TC-401137,4284ef31-af4d-4629-85d5-154c71a721fc,Elite (Tabua Plus / Oneworld Sapphire/Emerald),224899,Active
TC-738419,d9dc5ea6-01f6-4f6f-ba21-fe670746f03e,Tabua Club / Oneworld Ruby,445490,Active
TC-431862,0a12855d-7242-4239-984d-0c701917a8e0,Tabua Club / Oneworld Ruby,137136,Active
TC-650912,af84bb64-eb02-4c61-97c1-fd0ed9cbaece,Tabua Club / Oneworld Ruby,302540,Active
TC-753518,086bb347-fc24-49ae-b9d2-3653c281440a,Tabua Club / Oneworld Ruby,186521,Active
TC-236014,1a99ed48-fcac-47c1-80f5-7e5da03b906a,Tabua Club / Oneworld Ruby,323064,Active
TC-689964,4b6322ef-a624-431d-a5bd-2a1a06202e0b,Tabua Club / Oneworld Ruby,261254,Active
TC-644951,985067f5-ca36-4ad0-8a67-5f88e6f1c135,Elite (Tabua Plus / Oneworld Sapphire/Emerald),383302,Active
TC-762550,3b254e70-86ed-4585-9f21-daa3021308cc,Tabua Club / Oneworld Ruby,261959,Active
TC-616428,c1e87c94-6b9c-4a89-839c-d6a76fd00e79,Tabua Club / Oneworld Ruby,424614,Active
TC-288646,7cf9e979-2c20-471f-af7a-915d0c8ffeec,Elite (Tabua Plus / Oneworld Sapphire/Emerald),464294,Active
TC-739008,1b682be0-4c56-48de-ae76-dbf0aa15bfa5,Tabua Club / Oneworld Ruby,123013,Active
TC-843007,637d8943-8c0e-40c4-a410-ff9c8ea72e1b,Elite (Tabua Plus / Oneworld Sapphire/Emerald),153299,Active
TC-302957,ace5bcd2-9909-435f-a37c-ebcb8fa115a3,Tabua Club / Oneworld Ruby,1828,Active
TC-223949,1dfe8285-8f66-46a2-9581-0fb51c463aca,Elite (Tabua Plus / Oneworld Sapphire/Emerald),13575,Active
TC-587467,efb810e7-591c-47a5-a600-b1664fd8675d,Tabua Club / Oneworld Ruby,328921,Active
TC-935434,efc97884-5bc8-4458-b222-ac0d29f62351,Tabua Club / Oneworld Ruby,62827,Active
TC-873291,5fec56a1-2c18-4c1e-a443-1a0c80107cde,Elite (Tabua Plus / Oneworld Sapphire/Emerald),445632,Active
TC-317402,241d7e49-8a80-4f88-8d8b-df6f2cdf8abf,Elite (Tabua Plus / Oneworld Sapphire/Emerald),420201,Active
TC-745197,47c66664-0c20-4246-b252-b2361391e28e,Tabua Club / Oneworld Ruby,218386,Active
TC-534153,a811adb1-7f0d-4b1a-90bc-9ddb940da987,Elite (Tabua Plus / Oneworld Sapphire/Emerald),24851,Active
TC-450006,dabf75bb-3ca5-4697-b83a-d5a1521e13a8,Tabua Club / Oneworld Ruby,184317,Active
TC-687638,568750b9-49c1-4d1c-8971-328f84a3396b,Tabua Club / Oneworld Ruby,423598,Active
TC-768470,ef3505c3-c504-418a-b274-366cd6c6b726,Elite (Tabua Plus / Oneworld Sapphire/Emerald),112326,Active
TC-111846,26df645a-fae8-4d5c-b093-4d58d5098590,Elite (Tabua Plus / Oneworld Sapphire/Emerald),336868,Active
TC-310960,54a2115e-2951-4c0e-8e24-3a48d2d96259,Tabua Club / Oneworld Ruby,362767,Active
TC-395307,2b215280-b0a6-44a7-9cba-cf2eb519e625,Tabua Club / Oneworld Ruby,134388,Active
TC-928580,25558a65-0755-419d-8fb0-307955e52331,Tabua Club / Oneworld Ruby,36565,Active
TC-422722,314c61b3-3810-46c0-aa11-4a4670ab2d82,Elite (Tabua Plus / Oneworld Sapphire/Emerald),158435,Active
TC-631302,2f8ab06a-e8f5-4128-9d52-a6ad2ea42018,Tabua Club / Oneworld Ruby,289355,Active
TC-439658,4f4b493f-5030-45f5-8e1e-99506e1ef21a,Tabua Club / Oneworld Ruby,403145,Active
TC-106429,c978a234-214d-4a83-8369-f2877902eb0d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),60683,Active
TC-819150,70fb5456-7c81-42b8-a920-ef7e148e839a,Tabua Club / Oneworld Ruby,175736,Active
TC-457943,21f26fd4-02e9-485a-a4a7-6d04397ccfca,Elite (Tabua Plus / Oneworld Sapphire/Emerald),208643,Active
TC-859584,b775a144-7c8b-495c-8dc3-eb3aa480de15,Tabua Club / Oneworld Ruby,299278,Active
TC-745915,28ca12ba-4999-481f-a15b-97b0bcd9cf72,Elite (Tabua Plus / Oneworld Sapphire/Emerald),16265,Active
TC-972460,60159dae-cc21-40f8-bba2-87410fdfd2e3,Tabua Club / Oneworld Ruby,93080,Active
TC-303440,03b31076-c835-4bbe-9617-95839e9f020f,Tabua Club / Oneworld Ruby,174284,Active
TC-974329,0a95ee4d-30af-4c23-b7f1-9f8691628525,Tabua Club / Oneworld Ruby,178176,Active
TC-805139,9800cde6-e5b3-43e0-826b-d18bd749bfd7,Tabua Club / Oneworld Ruby,252190,Active
TC-597549,e8a29435-efef-459c-a852-91f88ed8d9e2,Elite (Tabua Plus / Oneworld Sapphire/Emerald),418990,Active
TC-137285,06ee6f85-c22b-485e-9879-ca6abce1d32e,Tabua Club / Oneworld Ruby,339507,Active
TC-242348,b6c0c7bc-de12-4271-ba72-f22be919006d,Tabua Club / Oneworld Ruby,253442,Active
TC-262934,3d6f32d7-2230-402c-8a72-911ffa22a790,Tabua Club / Oneworld Ruby,329833,Active
TC-582992,dedf96e6-8e7c-41f6-94a9-4fad7c5ecf74,Tabua Club / Oneworld Ruby,468695,Active
TC-663051,18edca6a-266c-4ed2-944d-fd4d133a72d6,Tabua Club / Oneworld Ruby,470724,Active
TC-451387,c5cf110d-ee9f-4c3b-9828-c7f6c4ff5391,Tabua Club / Oneworld Ruby,243467,Active
TC-922072,5e696428-decf-4f38-91c9-3f737527e49e,Tabua Club / Oneworld Ruby,427857,Active
TC-534061,5c29f716-21cb-42fc-92f0-9fb7e9721815,Tabua Club / Oneworld Ruby,487429,Active
TC-878656,21bb85a5-91bf-47b3-8a61-4e88f504cf3d,Tabua Club / Oneworld Ruby,30371,Active
TC-975671,3f49f6c6-bff9-4705-88fc-722ea663b318,Tabua Club / Oneworld Ruby,274192,Active
TC-413884,4c5960e0-2e7f-4f1a-bb97-cf94af1c6af3,Elite (Tabua Plus / Oneworld Sapphire/Emerald),297192,Active
TC-860180,c3d55923-179e-4757-908d-a2ee06b1b1f4,Tabua Club / Oneworld Ruby,356570,Active
TC-430828,65244033-ab84-4568-855f-8e00aa2b437a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),292072,Active
TC-661916,53c67723-42eb-4a0f-8c1e-6c1ed68eb5a3,Tabua Club / Oneworld Ruby,10813,Active
TC-318379,78f75bd6-569b-49dd-9f0e-9c6968658c78,Tabua Club / Oneworld Ruby,303722,Active
TC-818791,86c7ad1c-ae55-4042-9bd3-9f2868acf99a,Tabua Club / Oneworld Ruby,174916,Active
TC-938373,af1d2df8-4e61-48c8-8892-2634a5f6dc1f,Tabua Club / Oneworld Ruby,481345,Active
TC-934438,410284ff-d63c-418a-8e0b-e853b74868ab,Tabua Club / Oneworld Ruby,186385,Active
TC-169429,1d23463c-cb80-4e20-aced-ec3ab81d6af0,Elite (Tabua Plus / Oneworld Sapphire/Emerald),79278,Active
